Term,Year,Students,Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Course Title,Primary Instructor,GPA
Spring,2017,26,MACS,100,2,2,9,3,1,6,0,1,0,0,1,0,1,0,Intro to Popular TV & Movies,"Kozma, Alicia",3.116923076923077
Fall,2013,44,HIST,247,0,1,4,11,13,5,4,2,1,0,0,0,1,2,Medieval Europe,"McLaughlin, M M",2.920238095238095
Fall,2016,28,RLST,110,4,3,5,2,2,7,3,0,2,0,0,0,0,0,World Religions,"Nielsen, Cameron C",3.1439285714285714
Fall,2019,25,CMN,211,1,7,2,2,3,1,2,0,2,1,1,2,1,0,Business Communication,"Michael, Melanie",2.7736
Fall,2021,29,ECE,329,2,3,3,3,3,2,4,1,1,2,1,0,4,0,Fields and Waves I,"Ravaioli, Umberto",2.482413793103448
Spring,2011,40,AE,370,0,7,10,6,10,2,3,2,0,0,0,0,0,0,Aerospace Numerical Methods,"McFarland, Donald M",3.2752499999999998
Spring,2010,81,KIN,268,46,28,6,1,0,0,0,0,0,0,0,0,0,0,Children's Movement,"Sanogo, Veronika",3.9672839506172837
Spring,2015,26,ME,199,13,11,1,0,1,0,0,0,0,0,0,0,0,0,Undergraduate Open Seminar,"Philpott, Michael L",3.948846153846154
Fall,2010,24,GEOL,100,4,2,2,3,3,5,1,2,1,0,1,0,0,0,Planet Earth,"Torbeck, Douglas R",3.0283333333333338
Spring,2013,131,ARCH,452,9,30,31,21,21,10,3,0,1,2,2,0,1,0,Theory of Reinforced Concrete,"Aminmansour, Abbas",3.3795419847328247
Fall,2019,72,PSYC,417,8,23,8,2,9,7,4,4,1,2,0,2,2,0,Neurosci of Eating & Drinking,"Liang, Nu-Chu",3.176388888888889
Spring,2010,21,SPAN,204,1,7,5,3,1,2,0,2,0,0,0,0,0,0,Practical Review of Spanish,"Cho, Song Hong",3.4609523809523814
Spring,2014,90,AE,312,3,25,8,9,20,6,2,6,0,0,5,0,6,0,Compressible Flow,"Bodony, Daniel J",2.989
Fall,2015,44,ECE,340,4,2,3,6,9,2,0,8,3,0,6,0,1,0,Semiconductor Electronics,"Kim, Kyekyoon",2.5986363636363636
Spring,2017,23,LAW,633,0,4,4,10,4,0,1,0,0,0,0,0,0,0,Business Associations I,"Winship, Verity",3.4047826086956516
Fall,2021,133,CHLH,125,44,49,0,0,28,0,0,7,0,0,4,0,0,1,Orientation KIN & Comm Health,"Heintz, Hollie",3.590909090909091
Fall,2015,142,IB,411,17,37,12,17,12,6,2,4,2,3,3,2,22,3,Bioinspiration,"Alleyne, Marianne",2.827338129496403
Spring,2016,26,CEE,444,0,6,2,4,8,4,0,2,0,0,0,0,0,0,"Env Eng Principles, Biological","Zilles, Julie",3.2053846153846157
Spring,2016,54,ECE,313,1,3,10,9,4,9,8,2,3,4,0,0,1,0,Probability with Engrg Applic,"Lu, Yi",2.8087037037037033
Spring,2017,42,ACE,161,0,30,0,0,9,0,0,0,0,0,0,0,3,0,Microcomputer Applications,"Rogalla, Valerie",3.5
Spring,2018,31,ACCY,301,7,7,5,2,1,3,4,1,1,0,0,0,0,0,Atg Measurement & Disclosure,"Mendoza, Kimberly",3.38741935483871
Fall,2010,325,CHEM,101,1,46,25,51,51,49,28,31,28,3,3,4,3,2,Introductory Chemistry,"Sperling, Lindsay J",2.839256965944273
Spring,2018,90,REL,109,53,23,5,1,1,0,2,1,0,0,0,0,3,1,Religion & Society in West II,"Rosenstock, Bruce",3.767865168539326
Fall,2021,108,ANSC,100,4,58,0,4,19,0,1,18,0,0,1,0,1,2,Intro to Animal Sciences,"Parrett, Douglas F",3.374056603773585
Spring,2013,58,CHEM,103,0,38,9,3,4,0,0,2,0,0,0,0,2,0,General Chemistry Lab I,"Ha, Yeyoung",3.6382758620689657
Fall,2016,57,FIN,435,0,22,12,13,8,1,1,0,0,0,0,0,0,0,Personal Wealth Management,"Raskie, Sterling",3.5847368421052628
Fall,2010,184,SHS,120,0,171,0,0,7,0,0,3,0,0,2,0,1,0,"Child, Comm, & Lang Ability","Cravens, Jennifer J",3.875
Spring,2016,26,ACCY,301,1,3,3,11,4,3,0,0,0,0,0,0,0,1,Atg Measurement & Disclosure,"Finnegan, Thomas",3.346
Summer,2011,109,KIN,257,4,20,22,16,25,12,5,5,0,0,0,0,0,0,"Coordination, Control & Skill","Ofori, Edward",3.2909174311926606
Fall,2013,32,FIN,221,0,10,2,2,7,3,1,5,0,0,1,0,1,0,Corporate Finance,"Sharma, Prateek",3.010625
Spring,2019,21,ECE,444,0,2,7,4,4,3,0,0,0,1,0,0,0,0,IC Device Theory & Fabrication,"Li, Xiuling",3.2547619047619043
Spring,2017,93,ECE,220,2,17,11,8,13,10,7,11,4,2,4,3,1,0,Computer Systems & Programming,"Patel, Sanjay J",2.821182795698925
Fall,2020,98,ADV,320,19,24,21,11,4,6,4,4,2,2,0,0,1,0,Sales Management,"Clifton, Dionne J",3.4391836734693872
Summer,2011,25,LAS,101,6,8,4,1,2,3,1,0,0,0,0,0,0,0,Freshman Seminar,"Hoffman, Ruth A",3.6140000000000003
Fall,2013,22,LAW,796,0,8,8,3,1,1,1,0,0,0,0,0,0,0,Comparative Law,"Soares De Olive, Nuno M",3.6068181818181815
Spring,2020,35,ECON,102,15,10,5,1,2,1,0,1,0,0,0,0,0,0,Microeconomic Principles,"Shaat, Dana",3.781428571428571
Fall,2017,23,ACES,179,0,10,3,0,3,1,3,0,1,1,0,0,1,0,History of Ag in IL Since 1860,"Reid, Debra A",3.1595652173913042
Spring,2020,73,SE,101,6,17,15,16,12,0,2,2,3,0,0,0,0,0,Engineering Graphics & Design,"Goldstein, Molly H",3.4246575342465753
Fall,2016,36,ACCY,556,0,10,18,7,1,0,0,0,0,0,0,0,0,0,Tax Research,"Chorvat, Elizabeth A",3.6769444444444446
Fall,2010,37,CHLH,260,0,16,5,3,4,2,3,1,0,1,1,1,0,0,Introduction to Medical Ethics,"Herrmann, Lynn",3.288378378378378
Fall,2011,35,ENGL,256,3,22,6,0,3,1,0,0,0,0,0,0,0,0,Survey of American Lit II,"Claborn, John P",3.819714285714285
Fall,2011,30,PSYC,594,0,16,10,2,2,0,0,0,0,0,0,0,0,0,Multivar Anlys in Psych and Ed,"Hubert, Lawrence J",3.7786666666666666
Spring,2021,45,BADM,502,0,3,5,8,12,13,3,1,0,0,0,0,0,0,Communicating with Data,"Parthasarathy, Rangarajan",3.037555555555556
Fall,2019,26,LAS,101,15,6,1,1,1,1,0,0,0,0,0,0,1,0,Design First Year Experience,"Soranso, Murillo S",3.7180769230769233
Winter,2020,43,MCB,317,6,17,0,2,9,0,1,4,0,2,1,0,1,0,Genetics and Genomics,"Rivier, David H",3.2476744186046513
Spring,2021,40,LER,590,7,16,15,2,0,0,0,0,0,0,0,0,0,0,Talent Management,"Ramsey, Kimberly J",3.84275
Spring,2016,107,ECE,120,5,18,11,13,16,11,8,8,1,4,4,2,6,0,Introduction to Computing,"Brown, Donna J",2.803738317757009
Fall,2011,24,KIN,100,6,4,8,2,2,2,0,0,0,0,0,0,0,0,Outdoor Adventure,"McGrew, Robert W",3.64
Fall,2013,35,PHIL,102,0,9,7,2,4,5,3,0,4,0,0,1,0,0,Logic and Reasoning,"Schwartzenberg, Elena A",3.0868571428571423
Fall,2013,27,ANTH,143,0,17,4,4,1,0,0,0,0,0,0,0,1,0,Biology of Human Behavior,"Clancy, Kathryn B",3.6666666666666665
Fall,2021,24,MUS,408,2,11,5,2,1,3,0,0,0,0,0,0,0,0,Viennese Classical 18th c,"Tharp, Reynold",3.6675
Fall,2013,87,CS,418,0,33,5,4,32,3,2,5,1,0,2,0,0,0,Interactive Computer Graphics,"Hart, John C",3.287471264367816
Summer,2011,30,CLCV,115,0,16,0,0,11,0,0,3,0,0,0,0,0,0,Mythology of Greece and Rome,"McVey, Aine C",3.433333333333333
Spring,2022,49,AE,352,9,6,9,3,2,3,2,6,0,0,4,2,1,2,Aerospace Dynamical Systems,"Langbort, Cedric",2.958085106382979
Spring,2013,32,ARCH,199,0,5,15,12,0,0,0,0,0,0,0,0,0,0,Undergraduate Open Seminar,"Lapunzina, Alejandro",3.5940624999999997
Spring,2016,45,PSYC,100,1,8,3,6,6,4,3,4,3,3,0,1,3,0,Intro Psych,"Travis, Lisa L",2.6739999999999995
Spring,2010,25,HIST,279,1,5,9,4,4,0,1,1,0,0,0,0,0,0,Mexican-American History,"Gonzalez, Jerry",3.4671999999999996
Spring,2019,88,ACE,251,0,34,8,11,13,7,7,0,3,2,1,0,1,1,The World Food Economy,"Gundersen, Craig",3.2719540229885062
Spring,2010,29,ACCY,553,1,3,11,5,9,0,0,0,0,0,0,0,0,0,Advanced Tax Topics,"Lawler, Michael R",3.4489655172413793
Summer,2011,22,RHET,105,0,5,2,7,8,0,0,0,0,0,0,0,0,0,Principles of Composition,"Runkle, Stephen A",3.3931818181818185
Spring,2018,29,ATMS,322,12,6,4,1,1,1,0,1,0,0,1,0,2,0,Soc Impacts Weather & Climate,"Pettijohn, Justin C",3.4027586206896556
Fall,2018,35,AFST,210,0,10,7,6,2,5,2,2,0,0,0,0,1,0,Intro to Mod African Lit,"Basu, Manisha",3.2479999999999998
Summer,2011,78,LA,101,25,10,8,7,10,5,1,3,2,0,1,2,3,1,Introduction to Landscape Arch,"Hays, David L",3.2471428571428573
Spring,2022,31,SOCW,410,9,9,6,4,0,0,0,1,1,0,0,1,0,0,Social Welfare Pol and Svcs,"Bentley, Brandie",3.6025806451612907
Fall,2016,45,CEE,493,3,29,8,4,1,0,0,0,0,0,0,0,0,0,Sustainable Design Eng Tech,"Guest, Jeremy S",3.8595555555555556
Fall,2021,24,ACES,101,12,6,5,0,0,0,1,0,0,0,0,0,0,0,Contemporary Issues in ACES,"Miller, Carli J",3.8616666666666664
Spring,2022,37,FIN,428,1,5,8,8,8,6,0,0,0,0,0,0,1,0,Cases in Financial Derivatives,"Peterson, Paul E",3.2437837837837837
Summer,2011,50,PSYC,238,0,12,11,5,12,5,3,1,1,0,0,0,0,0,Abnormal Psych,"Agoston, Anna M",3.3006
Spring,2022,47,PSYC,100,0,7,9,5,7,5,5,2,4,2,0,1,0,0,Intro Psych,"Travis, Lisa L",2.9295744680851064
Spring,2015,47,ECE,340,2,4,5,4,8,3,6,2,6,1,0,0,6,0,Semiconductor Electronics,"Bayram, Can",2.4895744680851064
Fall,2019,196,CS,425,9,25,75,49,27,7,0,4,0,0,0,0,0,0,Distributed Systems,"Gupta, Indranil",3.4801530612244904
Spring,2019,27,LER,595,1,14,6,4,2,0,0,0,0,0,0,0,0,0,Managing Diversity Globally,"Kramer, Amit",3.7533333333333334
Fall,2014,35,CS,527,6,5,6,11,4,2,0,0,0,0,0,0,0,1,Topics in Software Engineering,"Marinov, Darko",3.5291176470588237
Spring,2013,35,SPAN,200,3,6,8,2,7,5,2,0,0,1,0,0,1,0,Readings in Hispanic Texts,"Henshaw, Florencia G",3.210285714285714
Fall,2021,33,BCOG,100,0,18,0,0,11,0,0,3,0,0,1,0,0,0,Intro to Brain & Cognitive Sci,"Federmeier, Kara D",3.393939393939394
Spring,2010,70,JOUR,250,0,27,26,14,2,1,0,0,0,0,0,0,0,0,Journalism Ethics & Diversity,"Gajda, Amy",3.695857142857143
Fall,2021,36,LAW,609,2,3,5,12,7,4,0,2,1,0,0,0,0,0,Legal Writing & Analysis,"Alam, Rummana",3.212777777777778
Spring,2015,58,CHEM,103,13,23,7,4,4,2,0,1,2,0,0,0,1,1,General Chemistry Lab I,"Lytle, Tyler",3.60859649122807
Fall,2019,26,LAS,101,12,7,4,0,0,1,0,0,1,1,0,0,0,0,Design First Year Experience,"Soranso, Murillo S",3.705769230769231
Fall,2014,58,MATH,103,2,22,1,3,19,0,2,5,0,0,2,0,1,1,Theory of Arithmetic,"Hoffmeister, April M",3.216140350877193
Fall,2016,47,ACE,161,0,33,0,0,12,0,0,2,0,0,0,0,0,0,Microcomputer Applications,"Rogalla, Valerie",3.6595744680851063
Fall,2016,21,PHIL,104,0,2,6,2,4,3,1,2,0,0,0,0,1,0,Intro to Ethics-ACP,"Varden, Helga",3.0009523809523806
Spring,2013,30,HIST,371,2,3,6,5,6,2,3,2,0,0,0,0,1,0,The American Revolution,"Morrissey, Robert M",3.0999999999999996
Fall,2014,21,MCB,251,8,8,4,1,0,0,0,0,0,0,0,0,0,0,Exp Techniqs in Molecular Biol,"Kirchner, Nicholas C",3.9052380952380954
Summer,2011,28,BIOE,120,8,11,6,0,1,2,0,0,0,0,0,0,0,0,Introduction to Bioengineering,"Amos, Jennifer",3.7985714285714285
Fall,2020,27,CHEM,532,0,7,5,6,9,0,0,0,0,0,0,0,0,0,Physical Organic Chemistry,"van der Donk, Wilfred A",3.4566666666666666
Summer,2011,32,AAS,120,2,6,4,4,4,1,6,2,1,1,0,0,0,1,Intro to Asian Am Pop Culture,"Arai, Sayuri",3.085483870967742
Spring,2016,249,TAM,212,9,39,43,35,36,29,22,14,6,8,2,3,3,0,Introductory Dynamics,"West, Matthew",3.035020080321285
Spring,2021,174,ANSC,223,0,92,0,24,33,0,8,7,0,4,2,0,4,0,Animal Nutrition,"Dilger, Ryan N",3.3728735632183913
Fall,2013,30,SOC,100,0,1,8,6,6,5,1,2,1,0,0,0,0,0,Introduction to Sociology,"Singh, Ajay",3.0896666666666666
Fall,2011,22,GER,250,0,9,5,4,2,0,1,1,0,0,0,0,0,0,Grimms' Fairy Tales in Context,"Smith, Kathleen M",3.5454545454545454
Spring,2010,27,KIN,107,22,3,1,0,0,0,1,0,0,0,0,0,0,0,Aquatic Sport Activities,"Mattila, Tina A",3.925925925925926
Spring,2022,22,CW,100,0,13,4,2,2,0,0,0,0,1,0,0,0,0,Intro to Creative Writing,"Price, Julie P",3.666818181818182
Fall,2020,26,ADV,281,0,8,1,0,10,0,0,3,1,0,1,0,2,0,Advertising Research Methods,"Lee, Seo Yoon",2.8592307692307695
Fall,2018,153,ME,199,7,132,6,2,4,1,1,0,0,0,0,0,0,0,Automotive Design Projects,"Philpott, Michael L",3.9325490196078428
Fall,2017,30,SOCW,240,3,14,5,4,1,0,2,0,1,0,0,0,0,0,Death & Dying,"Heil, Michele A",3.633333333333333
Spring,2014,66,JOUR,405,1,11,10,9,9,9,3,1,3,1,3,2,4,0,History of American Journalism,"Craft, Stephanie L",2.808636363636364
Spring,2018,21,MCB,252,4,7,3,2,1,0,1,1,1,1,0,0,0,0,"Cells, Tissues & Development","Good, Elizabeth A",3.4285714285714284
Summer,2011,183,ACE,222,0,74,0,0,68,0,0,31,0,0,6,0,4,0,Agricultural Marketing,"Stoddard, Paul B",3.1038251366120218
Fall,2016,27,BUS,101,0,22,2,1,1,0,0,0,1,0,0,0,0,0,Business Prof Responsibility,"DeBrock, Lawrence M",3.8274074074074074
Summer,2011,30,IS,581,4,21,3,2,0,0,0,0,0,0,0,0,0,0,Adm and Use Archival Materials,"Salrin, Melissa",3.9223333333333334
Spring,2018,42,LER,542,0,30,11,1,0,0,0,0,0,0,0,0,0,0,Collective Bargaining,"Lamare, James R",3.897619047619048
Spring,2015,85,PS,390,39,22,9,5,5,0,0,1,1,0,0,0,3,0,American Foreign Policy,"Rumsey, Jessie G",3.674705882352941
Fall,2019,31,GS,101,0,26,0,0,2,0,1,0,0,0,0,0,2,0,Exploring General Studies,"Arnold, Jessica A",3.623548387096774
Fall,2010,35,ENGL,455,1,4,8,7,7,5,2,0,0,0,0,0,1,0,Major Authors,"Wood, Gillen D",3.190857142857143
Fall,2020,25,UP,406,3,13,5,2,1,0,0,1,0,0,0,0,0,0,Urban Ecology,"Schneider, Daniel W",3.7603999999999997
Spring,2022,179,TAM,212,9,27,16,27,22,16,20,16,10,5,4,2,4,1,Introductory Dynamics,"West, Matthew",2.8575280898876403
Fall,2016,37,SPED,440,0,30,0,0,7,0,0,0,0,0,0,0,0,0,Instructional Strategies I,"Meadan-Kaplansk, Hedda",3.810810810810811
Spring,2020,34,ACE,427,6,8,3,4,3,3,3,4,0,0,0,0,0,0,Commodity Price Analysis,"Irwin, Scott H",3.303823529411765
Fall,2019,31,ACES,101,26,3,1,0,0,0,1,0,0,0,0,0,0,0,Contemporary Issues in ACES,"Larson, Eric",3.935483870967742
Fall,2018,23,BUS,101,0,19,3,0,1,0,0,0,0,0,0,0,0,0,Prof Responsibility & Business,"DeBrock, Lawrence M",3.9134782608695655
Fall,2021,28,SOC,100,8,8,4,1,2,1,1,1,1,0,0,0,1,0,Introduction to Sociology,"Jeffery, Nathan R",3.4528571428571433
Fall,2012,34,SLAV,120,0,12,4,9,8,0,0,0,0,0,0,0,0,1,Russian & E Euro Folktales,"Cooper, David",3.534848484848485
Fall,2017,253,CS,357,25,40,28,27,29,18,23,21,9,11,5,5,11,1,Numerical Methods I,"Olson, Luke",2.862420634920635
Fall,2020,27,UP,260,7,3,5,4,1,2,2,0,0,0,0,1,2,0,Social Inequality and Planning,"Salo, Ken E",3.160740740740741
Spring,2022,43,BADM,313,5,23,9,4,1,0,0,0,0,0,0,0,0,1,Strategic Human Res Management,"Bruce, Joshua R",3.8416666666666663
Spring,2014,36,FSHN,260,2,6,11,6,8,2,1,0,0,0,0,0,0,0,Raw Materials for Processing,"Padua, Graciela W",3.4450000000000003
Fall,2019,22,HIST,141,0,3,1,5,6,3,1,2,1,0,0,0,0,0,Western Civ to 1660,"Chmiel, Agata A",3.015
Spring,2019,22,MACS,496,0,10,8,2,0,0,0,0,0,0,0,0,2,0,American Movies of the 1980's,"Turnock, Julie",3.455454545454545
Fall,2017,100,KIN,122,3,25,7,4,17,10,0,13,10,0,4,2,4,1,Physical Activity and Health,"Wilund, Kenneth",2.795454545454545
Fall,2014,37,ACCY,304,0,11,2,10,7,5,1,0,1,0,0,0,0,0,Accounting Control Systems,"Koo, Seung Hyun",3.324054054054054
Fall,2019,25,ACE,161,6,10,1,2,0,1,3,2,0,0,0,0,0,0,Microcomputer Applications,"Li, Liqing",3.5195999999999996
Spring,2018,24,TE,100,6,10,4,2,2,0,0,0,0,0,0,0,0,0,Intro to ILEE,"Kumar, Ranjitha",3.8058333333333336
Spring,2021,37,ECON,474,2,9,5,8,10,0,2,0,0,0,0,0,1,0,Econometrics of Policy Eval,"Chung, Eun Yi",3.341891891891892
Spring,2014,22,BTW,250,0,1,14,5,1,0,0,0,0,0,0,0,1,0,Principles Bus Comm,"Williams, Kelly E",3.4104545454545456
Summer,2011,24,FSHN,414,0,17,0,3,2,0,2,0,0,0,0,0,0,0,Food Chemistry,"Bohn, Dawn M",3.6937499999999996
Spring,2010,93,CHLH,410,4,35,0,9,20,0,4,14,0,1,5,1,0,0,Public Health Practice,"Harvey, Idethia S",3.1213978494623653
Spring,2020,37,ECON,203,3,4,0,1,1,6,6,3,9,0,0,1,3,0,Economic Statistics II,"Wang, Shihang",2.325135135135135
Spring,2022,26,MATH,347,6,9,3,2,1,1,1,1,1,0,0,0,1,0,Fundamental Mathematics,"DeVille, Lee X",3.436153846153846
Fall,2016,45,GS,101,0,25,6,2,3,1,1,1,1,0,0,1,4,0,Exploring General Studies,"Surratt, Aaron T",3.267111111111111
Spring,2020,57,ACE,360,0,20,20,9,2,4,0,0,0,0,1,0,1,0,Spreadsheet Models & Applic,"Lin, Zhiling",3.5271929824561408
Spring,2022,61,CEE,380,5,10,5,6,8,6,8,2,6,1,3,0,1,0,Geotechnical Engineering,"Makhnenko, Roman",2.874426229508197
Spring,2013,31,MATH,540,0,22,5,3,0,0,0,1,0,0,0,0,0,0,Real Analysis,"Li, Xiaochun",3.817419354838709
Fall,2011,70,MATH,117,2,16,3,9,18,2,8,5,3,1,1,0,2,0,Elementary Mathematics,"Smith, Kathleen R",2.9757142857142864
Fall,2012,100,PSYC,245,9,31,8,15,12,9,6,4,4,0,0,0,2,0,Industrial Org Psych,"Wang, Wei",3.2800000000000007
Fall,2017,29,SOCW,542,11,11,6,1,0,0,0,0,0,0,0,0,0,0,Program Evaluation,"Kang, Sung Wan",3.908620689655172
Spring,2014,69,PSYC,204,8,12,9,7,6,2,5,7,6,2,2,0,2,1,Intro to Brain and Cognition,"Gonsalves, Brian D",2.941323529411765
Spring,2014,26,SOCW,500,0,9,7,6,4,0,0,0,0,0,0,0,0,0,SW Practice with Indiv and Fam,"Heitz, Marcia A",3.602692307692308
Spring,2022,394,ANTH,101,109,163,22,25,19,7,7,7,7,4,3,1,20,0,Introduction to Anthropology,"Jelinek, Petra",3.4991624365482235
Spring,2017,25,LER,100,0,4,4,1,4,2,0,3,3,1,0,0,3,0,Introduction to Labor Studies,"Konopacki, Mike",2.5475999999999996
Spring,2019,49,IS,590,0,34,9,5,0,0,1,0,0,0,0,0,0,0,Progr Analytics & Data Process,"Weible, John D",3.8369387755102045
Summer,2021,34,BADM,380,10,15,3,1,1,1,0,0,0,1,0,1,0,1,International Business,"Bucheli, Marcelo",3.6972727272727273
Fall,2015,36,CS,105,10,11,7,2,1,1,3,1,0,0,0,0,0,0,Intro Computing: Non-Tech,"Fagen, Wade A",3.639166666666666
Fall,2016,30,ARCH,451,0,10,6,5,5,2,2,0,0,0,0,0,0,0,Theory & Design Steel & Timber,"Lapunzina, Alejandro",3.455666666666666
Fall,2016,26,SHS,431,1,13,5,3,4,0,0,0,0,0,0,0,0,0,Lang Disorders Preschool Child,"Yedvobnick, Danielle M",3.705384615384615
Spring,2019,32,STAT,480,0,6,10,4,4,3,1,3,0,0,0,1,0,0,Data Science Foundations,"Glosemeyer, Darren W",3.2196875000000005
Summer,2011,51,MATH,241,7,6,4,8,10,7,3,2,2,1,0,1,0,0,Calculus III,"Hildebrand, A J",3.1047058823529414
Fall,2015,38,MBA,501,0,9,7,4,16,2,0,0,0,0,0,0,0,0,Managerial Economics,"DeBrock, Lawrence M",3.3776315789473683
Spring,2015,30,AGED,300,1,21,4,4,0,0,0,0,0,0,0,0,0,0,Training and Development,"Korte, Debra S",3.8666666666666667
Fall,2016,68,CEE,310,2,11,18,14,11,3,4,2,1,0,0,1,1,0,Transportation Engineering,"Tutumluer, Erol",3.2551470588235287
Spring,2013,42,ACCY,515,0,15,6,12,4,3,0,2,0,0,0,0,0,0,Auditing & Assurance Standards,"Hobson, Jessen L",3.4759523809523807
Fall,2021,93,CPSC,440,14,17,30,10,9,7,2,1,1,1,0,0,1,0,Applied Statistical Methods I,"Lipka, Alexander E",3.4704301075268815
Fall,2020,51,ACE,427,8,7,6,7,4,3,4,4,2,2,1,1,2,0,Commodity Price Analysis,"Irwin, Scott H",2.947647058823529
Spring,2010,22,LA,270,2,8,0,2,5,1,1,1,1,0,0,0,1,0,Behavioral Factors in Design,"Sullivan, William C",3.196818181818182
Spring,2016,23,GLBL,450,3,8,3,2,0,2,0,0,0,0,2,0,3,0,Poverty Interventions and Eval,"Dill, Brian J",3.000434782608696
Spring,2022,29,HIST,371,1,16,2,3,3,0,2,1,0,0,0,0,1,0,The American Revolution,"Morrissey, Robert M",3.482413793103448
Spring,2016,29,SOCW,360,6,16,5,0,2,0,0,0,0,0,0,0,0,0,Social Work and the Military,"Crowell, Dennis J",3.8741379310344826
Fall,2012,26,CMN,211,3,18,1,3,1,0,0,0,0,0,0,0,0,0,Business Communication,"McCullough, Nathan W",3.8715384615384614
Spring,2021,178,BADM,210,0,80,19,8,28,7,9,9,7,0,4,2,5,0,Business Analytics I,"Larson, Eric",3.2306741573033713
Fall,2010,81,STAT,409,13,20,9,3,10,5,2,10,2,0,5,1,1,0,Actuarial Statistics II,"Stepanov, Alexei G",3.1116049382716047
Summer,2011,24,MATH,231,3,5,2,1,9,2,0,0,2,0,0,0,0,0,Calculus II,"Leininger, Christopher J",3.264583333333334
Summer,2011,26,ENGL,241,0,7,2,5,1,3,2,3,0,1,0,0,2,0,Beginnings of Modern Poetry,"Sheets, Frank R",2.884230769230769
Spring,2020,24,ECON,490,0,2,3,3,4,5,4,1,2,0,0,0,0,0,Economics of Coordination,"Toossi, Ali",2.8754166666666667
Spring,2019,27,ACCY,303,1,14,1,2,3,2,0,1,1,0,0,0,2,0,Atg Institutions and Reg,"Hamm, Brian K",3.271851851851852
Fall,2015,38,BADM,322,2,9,14,7,5,1,0,0,0,0,0,0,0,0,Marketing Research,"Cho, Hyewon",3.5884210526315785
Fall,2011,350,CMN,368,1,38,40,30,70,30,17,48,21,13,16,6,15,5,Sexual Communication,"Delaney, Amelia L",2.6109855072463772
Spring,2021,22,RHET,233,2,7,6,0,3,1,1,0,1,0,1,0,0,0,Adv Rhetoric & Composition,"Prendergast, Catherine J",3.395
Spring,2010,23,SOC,396,0,7,5,0,3,2,1,1,0,0,1,1,2,0,Special Topics in Sociology,"Murphy, Erin",2.8995652173913045
Spring,2011,28,IE,526,0,11,4,3,6,3,0,1,0,0,0,0,0,0,Stochastic Calculus in Finance,"Feng, Liming",3.4528571428571433
Spring,2022,43,ACCY,304,7,14,12,2,5,1,0,1,0,0,0,0,1,0,Accounting Control Systems,"Zhang, Zheng",3.5899999999999994
Spring,2010,23,BADM,557,5,10,3,2,3,0,0,0,0,0,0,0,0,0,Dec Support and Knowledge Mgt,"Tafti, Ali",3.7682608695652173
Spring,2011,75,MATH,210,7,7,8,13,11,9,6,4,1,2,2,1,3,1,Theory of Interest,"Xu, Jianan",2.9008108108108104
Summer,2014,26,ANSC,331,3,7,4,3,4,0,3,2,0,0,0,0,0,0,Biology of Reproduction,"Nowak, Romana A",3.3715384615384614
Fall,2015,122,VM,605,0,18,0,0,42,0,0,56,0,0,6,0,0,0,Pathobiology I,"Zuckermann, Federico A",2.5901639344262297
Winter,2020,23,LING,100,2,7,8,2,2,0,1,0,0,0,0,0,1,0,Intro to Language Science,"Bhatt, Rakesh M",3.493478260869565
Fall,2011,70,CHEM,223,3,15,0,5,26,6,4,7,0,0,2,0,1,1,Quantitative Analysis Lab,"Olson, Dean",3.0143478260869565
Spring,2018,37,IHLT,475,0,32,0,0,4,0,0,0,0,0,0,0,1,0,Field Experience in i-Health,"Frasca, Elizabeth A",3.7837837837837838
Spring,2010,37,ACCY,302,2,6,10,9,5,4,0,0,1,0,0,0,0,0,Decision Making for Atg,"Krische, Susan D",3.405945945945946
Fall,2017,23,MCB,354,9,5,2,2,1,3,0,0,0,1,0,0,0,0,Biochem & Phys Basis of Life,"Stenger, Alejandra L",3.58
Summer,2011,21,FR,101,1,8,5,1,3,2,0,1,0,0,0,0,0,0,Elementary French I,"Brant, Daniel",3.524761904761905
Fall,2021,34,CS,418,17,3,3,7,3,0,0,0,0,0,0,0,0,1,Interactive Computer Graphics,"Hart, John C",3.7369696969696973
Spring,2016,49,CHLH,101,5,15,9,1,7,7,1,0,2,0,1,0,0,1,Introduction to Public Health,"Kaplan, Justine",3.3900000000000006
Fall,2018,50,CEE,310,1,7,5,6,7,9,9,5,1,0,0,0,0,0,Transportation Engineering,"Tutumluer, Erol",2.9599999999999995
Fall,2021,21,CS,579,2,9,6,2,0,2,0,0,0,0,0,0,0,0,Computational Complexity,"Forbes, Michael A",3.715238095238095
Spring,2015,42,PHYS,436,3,11,7,5,6,4,1,1,2,0,0,0,1,1,Electromagnetic Fields II,"Thaler, Jon J",3.2851219512195127
Fall,2012,27,JOUR,460,0,2,11,6,6,1,1,0,0,0,0,0,0,0,The Media and You,"Tate, Alexis M",3.3833333333333333
Spring,2018,29,ANTH,249,3,6,7,6,5,0,0,0,2,0,0,0,0,0,Evolution and Human Disease,"Brinkworth, Jessica F",3.4486206896551725
Summer,2022,31,PS,305,0,6,5,3,3,3,0,5,0,1,0,0,5,0,The US Supreme Court,"Steur, James R",2.6025806451612907
Fall,2014,27,CLCV,115,1,13,2,1,8,0,1,0,0,0,0,0,1,0,Mythology of Greece and Rome,"Schroer, Clayton A",3.4444444444444446
