Term,Year,Students,Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Course Title,Primary Instructor,GPA
Spring,2022,21,CI,448,0,12,5,2,2,0,0,0,0,0,0,0,0,0,Tchg Elem Social Studies,"Lewis, Alisha L",3.762380952380952
Spring,2016,24,FR,104,1,6,2,1,7,2,0,3,0,0,1,0,1,0,Intermediate French II,"Berthelon, Julien",3.0004166666666667
Spring,2014,55,CHEM,105,0,42,7,2,2,1,1,0,0,0,0,0,0,0,General Chemistry Lab II,"Kapoor, Iti",3.8427272727272728
Spring,2014,35,ACCY,303,2,7,8,6,4,1,5,1,1,0,0,0,0,0,Atg Institutions and Reg,"Zhu, Wei",3.2951428571428574
Fall,2018,126,CHEM,222,8,54,15,13,16,10,3,3,4,0,0,0,0,0,Quantitative Analysis Lecture,"Shen, Mei",3.497698412698413
Fall,2021,32,MATH,241,3,4,5,3,6,2,2,1,0,2,1,0,3,0,Calculus III,"Stojanoska, Vesna",2.8125
Fall,2016,39,ACCY,510,0,25,0,7,2,2,1,1,1,0,0,0,0,0,Financial Reporting Standards,"Steward, Cynthia G",3.6064102564102565
Fall,2021,39,AE,140,1,20,6,6,2,0,0,2,0,0,0,0,2,0,CAD,"Laystrom-Woodar, Julia K",3.4871794871794872
Fall,2016,94,MUS,313,2,7,13,7,19,10,3,4,3,5,3,2,16,0,The History of Music I,"Macklin, Christopher B",2.358617021276596
Fall,2017,39,THEA,101,15,10,4,4,2,1,0,0,0,1,1,0,1,0,Introduction to Theatre Arts,"Morrissette, Jason W",3.5641025641025643
Spring,2019,37,THEA,101,23,1,4,0,1,2,0,1,0,0,3,0,2,0,Introduction to Theatre Arts,"Prendergast, Ryan M",3.351891891891892
Spring,2016,68,PS,101,8,29,9,6,8,5,1,0,0,0,1,0,1,0,Intro to US Gov & Pol,"Perez, Eristeo J",3.554264705882353
Fall,2019,22,MUS,105,10,4,2,1,0,0,0,0,0,0,1,0,4,0,Computation and Music I,"Taube, Heinrich K",3.075909090909091
Fall,2014,41,ACE,444,1,19,8,7,4,2,0,0,0,0,0,0,0,0,Finan Serv & Invest Plan,"Schnitkey, Gary D",3.6587804878048784
Spring,2013,60,ECON,203,9,8,3,10,8,7,5,6,0,1,2,0,1,0,Economic Statistics II,"Bottan, Nicolas L",3.0330000000000004
Fall,2016,36,FIN,445,6,20,6,2,1,1,0,0,0,0,0,0,0,0,Real Estate Investment,"Chinco, Alexander M",3.8430555555555554
Fall,2018,36,GS,101,0,23,0,1,5,2,0,2,0,0,3,0,0,0,Exploring General Studies,"Farr, Teresa J",3.4075
Spring,2019,36,SHS,120,3,17,0,0,11,0,0,4,0,0,0,0,0,1,"Child, Comm, & Lang Ability","Hadley, Pamela A",3.4571428571428573
Spring,2013,35,ENG,333,5,15,5,2,4,1,0,1,0,0,0,0,2,0,"Creativity, Innovation, Vision","Litchfield, J B",3.4765714285714284
Spring,2010,22,MCB,150,1,4,7,4,1,3,0,2,0,0,0,0,0,0,Molec & Cellular Basis of Life,"Kelley, Stacy L",3.3645454545454543
Fall,2010,65,CS,440,11,13,2,1,15,4,1,7,0,0,9,0,2,0,Artificial Intelligence,"Dejong, Gerald F",2.887384615384616
Fall,2010,126,CHEM,103,2,17,17,25,25,14,9,3,2,4,0,1,7,0,General Chemistry Lab I,"Palmer, Natalie A",2.939047619047619
Spring,2011,114,ME,170,13,41,24,20,4,5,4,1,0,1,0,0,1,0,Computer-Aided Design,"Philpott, Michael L",3.584912280701754
Spring,2019,33,UP,185,9,11,3,1,3,3,0,2,0,0,1,0,0,0,Cities in a Global Perspective,"Huq, Efadul",3.525757575757576
Spring,2013,290,BADM,300,1,65,28,41,36,33,31,22,11,5,4,7,5,1,The Legal Environment of Bus,"Roszkowski, Mark E",2.938892733564014
Spring,2011,53,ME,370,3,14,7,4,13,8,4,0,0,0,0,0,0,0,Mechanical Design I,"Aluru, Narayana R",3.3337735849056602
Fall,2019,23,EDUC,202,6,12,1,1,1,1,0,0,0,0,0,0,0,1,Social Justice Sch & Society,"Gutierrez, Rochelle",3.8486363636363636
Spring,2018,26,ECE,343,0,17,2,3,1,2,0,0,0,0,0,0,1,0,Electronic Circuits Laboratory,"Radhakrishnan, Chandrasek",3.602692307692308
Spring,2021,50,FIN,241,1,31,5,4,8,1,0,0,0,0,0,0,0,0,Fundamentals of Real Estate,"Perkins, Scott E",3.7267999999999994
Fall,2014,30,ECON,302,1,4,3,4,3,3,0,5,2,2,1,0,2,0,Inter Microeconomic Theory,"DiIanni, Isaac",2.6113333333333335
Spring,2019,171,RST,199,37,44,21,18,12,12,7,3,3,4,0,3,5,2,Disability in RST,"Wachter, Cynthia J",3.335502958579881
Fall,2012,31,MATH,444,1,19,0,1,8,0,0,1,0,0,0,0,1,0,Elementary Real Analysis,"Hinkkanen, Aimo H",3.526774193548387
Fall,2017,65,FSHN,426,0,36,15,5,8,1,0,0,0,0,0,0,0,0,Biochemical Nutrition I,"Pan, Yuan-Xiang",3.728769230769231
Fall,2016,22,HIST,100,6,5,2,2,4,0,0,2,1,0,0,0,0,0,Global History,"Keniston, William",3.4395454545454545
Fall,2020,24,IS,530,0,19,2,2,1,0,0,0,0,0,0,0,0,0,Collection Development,"Barnhart, Anne C",3.875
Spring,2010,22,RHET,105,10,2,1,6,1,0,2,0,0,0,0,0,0,0,Principles of Composition,"Herakovich, Thomas",3.605
Spring,2016,39,ADV,283,36,0,1,0,0,1,0,0,0,0,0,1,0,0,"Content, Contact, Connections","Gilliland, Mary L",3.872051282051281
Spring,2016,23,MCB,150,2,1,6,2,1,2,2,3,3,0,0,0,1,0,Molec & Cellular Basis of Life,"Reedy, Melissa M",2.8126086956521736
Summer,2014,288,ATMS,120,178,85,0,0,15,0,1,5,0,0,1,0,3,0,Severe and Hazardous Weather,"Snodgrass, Eric R",3.8553124999999997
Spring,2022,24,NRES,472,3,1,1,3,2,2,2,0,2,1,1,1,5,0,Environmental Psychology,"Kuo, Ming",2.1666666666666665
Fall,2015,215,MATH,221,5,24,18,13,38,21,22,28,6,4,9,7,18,2,Calculus I,"Guzman, Rosemary K",2.4962910798122073
Fall,2019,22,LAW,627,2,0,3,6,9,1,1,0,0,0,0,0,0,0,Legal Research,"Davidson, Stephanie",3.2268181818181816
Fall,2012,82,MATH,285,7,32,0,0,26,0,0,12,0,0,1,0,4,0,Intro Differential Equations,"Manfroi, Aldo J",3.158536585365854
Fall,2021,22,BTW,250,0,10,7,2,1,0,1,0,0,0,0,0,1,0,Principles Bus Comm,"Gilmore, Shawn P",3.5309090909090908
Fall,2011,40,NPRE,247,0,11,5,8,4,5,0,0,3,0,2,1,1,0,Modeling Nuclear Energy System,"Heuser, Brent J",3.0505000000000004
Fall,2012,23,HIST,142,0,0,4,5,3,8,0,3,0,0,0,0,0,0,Western Civ Since 1660,"Bruce, Stephen A",2.9430434782608694
Fall,2013,38,CS,105,5,7,6,6,7,2,0,0,4,0,0,0,1,0,Intro Computing: Non-Tech,"Zhao, Kai",3.237368421052632
Fall,2019,48,FIN,463,0,14,16,7,7,1,1,2,0,0,0,0,0,0,Investment Banking,"Metzger, Robert L",3.500625
Spring,2021,30,CMN,336,20,5,2,0,1,1,0,0,0,0,1,0,0,0,Family Communication,"Ramey, Mary E",3.8003333333333336
Spring,2018,47,CHEM,332,13,16,3,7,5,1,1,0,0,0,0,0,1,0,Elementary Organic Chem II,"Zavala, Jose",3.6238297872340426
Summer,2022,599,FIN,571,14,224,161,84,54,24,17,7,7,1,2,0,2,2,Money and Banking,"Manouchehri Ira, Rustom D",3.546566164154104
Fall,2019,116,CHLH,210,5,33,25,15,14,12,7,0,2,1,0,0,2,0,Community Health Organizations,"Pellum, Danielle M",3.3510344827586205
Fall,2016,24,MATH,484,0,8,3,0,4,1,0,1,3,0,1,0,3,0,Nonlinear Programming,"Miller, Alexander R",2.737083333333333
Fall,2018,49,ME,461,4,35,6,1,3,0,0,0,0,0,0,0,0,0,Computer Cntrl of Mech Systems,"Block, Daniel J",3.8846938775510207
Spring,2011,33,FIN,300,0,3,2,3,4,5,1,5,4,2,0,2,1,1,Financial Markets,"Jackson, James L",2.4278125
Fall,2021,31,CI,467,0,28,1,0,0,0,1,0,0,0,0,0,0,1,Princ Tchg Lit to Child Youth,"MacGregor, Nancy A",3.933333333333333
Spring,2011,24,LER,565,2,15,6,1,0,0,0,0,0,0,0,0,0,0,HR Management and Strategy,"Shin, Taekjin",3.889583333333333
Fall,2018,45,PSYC,201,1,5,9,4,5,10,3,3,3,0,0,1,1,0,Intro to Social Psych,"Albarracin, Dolores",2.9048888888888884
Fall,2017,317,BADM,320,117,121,36,20,13,5,3,1,0,0,0,0,0,1,Principles of Marketing,"Wolters, Mark E",3.835632911392404
Fall,2013,37,CS,101,6,1,2,5,2,5,1,6,1,2,3,0,3,0,Intro Computing: Engrg & Sci,"Gambill, Thomas N",2.5135135135135136
Spring,2011,31,CEE,350,3,4,4,1,4,4,3,6,2,0,0,0,0,0,Water Resources Engineering,"Parker, Gary",2.9361290322580644
Spring,2022,21,CMN,450,2,7,1,1,1,1,0,3,0,0,1,1,3,0,How We Became Digital,"O'Gorman, Thomas E",2.682857142857143
Spring,2013,358,FSHN,101,0,163,0,46,51,24,15,22,6,4,7,5,13,2,Intro Food Science & Nutrition,"Bohn, Dawn M",3.1654494382022467
Fall,2011,21,RHET,105,0,3,8,4,5,0,1,0,0,0,0,0,0,0,Principles of Composition,"Runkle, Stephen A",3.429047619047619
Fall,2020,47,ACE,264,4,9,5,4,4,2,4,2,2,5,2,2,2,0,App Stat Mthds & Data Anlytcs2,"Gong, Aolin",2.7161702127659573
Spring,2017,22,MCB,252,3,3,0,5,3,2,2,1,3,0,0,0,0,0,"Cells, Tissues & Development","Good, Elizabeth A",3.03
Spring,2021,24,AIS,285,8,5,9,2,0,0,0,0,0,0,0,0,0,0,Indigenous Thinkers,"Maldonado, Korinta",3.8204166666666666
Summer,2011,39,ECON,500,1,11,8,8,6,4,1,0,0,0,0,0,0,0,General Microeconomic Theory,"Krasa, Stefan",3.461794871794872
Spring,2016,48,CHLH,101,8,16,5,8,5,0,5,0,1,0,0,0,0,0,Introduction to Public Health,"Kaplan, Justine",3.5272916666666667
Spring,2015,21,TSM,465,0,1,3,1,4,8,0,1,2,0,0,1,0,0,Chemical Applications Systems,"Tian, Lei",2.7480952380952384
Winter,2020,86,MATH,415,1,26,11,6,13,7,3,5,5,0,4,0,4,1,Applied Linear Algebra,"Carpenter, Bruce",3.0044705882352942
Spring,2017,325,IB,105,42,75,47,39,45,17,11,13,8,11,0,1,12,4,Environmental Biology,"Catchen, Julian M",3.2119626168224307
Fall,2015,41,GS,101,0,39,0,0,2,0,0,0,0,0,0,0,0,0,Exploring General Studies,"Hallmon, Augustus W",3.951219512195122
Fall,2014,38,PSYC,100,2,4,3,4,10,4,5,2,1,0,0,2,1,0,Intro Psych,"Stanley, Sarah E",2.833421052631579
Fall,2015,125,ACE,345,0,51,30,24,9,6,3,0,1,1,0,0,0,0,Finan Decision Indiv Sm Bus,"Paulson, Nicholas D",3.5762400000000003
Spring,2021,115,NPRE,402,26,36,19,16,7,5,4,2,0,0,0,0,0,0,Nuclear Power Engineering,"Ragheb, Magdi",3.640695652173913
Spring,2016,21,GLBL,250,3,10,3,3,1,1,0,0,0,0,0,0,0,0,Development,"Kohli, Tanu",3.7461904761904763
Fall,2016,80,ECE,470,3,25,7,4,11,5,2,13,2,0,2,3,3,0,Introduction to Robotics,"Hutchinson, Seth A",2.942125
Spring,2017,293,SPED,117,0,271,0,0,12,0,0,6,0,0,2,0,2,0,The Culture of Disability,"Bentz, Johnell L",3.8703071672354947
Spring,2017,24,MCB,150,10,5,3,2,2,1,1,0,0,0,0,0,0,0,Molec & Cellular Basis of Life,"Reedy, Melissa M",3.6945833333333336
Fall,2013,24,ENGL,200,0,11,7,0,1,0,0,1,2,0,0,0,2,0,Intro to the Study of Lit,"Norcross, Katherine R",3.25125
Spring,2017,21,HIST,102,1,8,4,0,1,2,1,0,1,0,3,0,0,0,Reacting to the Past,"Reagan, Leslie J",3.143809523809524
Summer,2011,132,KIN,140,0,16,41,20,21,19,7,5,1,0,0,0,2,0,Social Sci of Human Movement,"Drollette, Eric S",3.202878787878788
Spring,2016,26,CLCV,220,1,5,6,2,3,0,4,0,2,0,0,0,3,0,The Animal Self,"Williams, Craig A",2.8592307692307695
Spring,2011,26,LER,100,0,6,2,1,6,1,0,4,1,2,1,2,0,0,Introduction to Labor Studies,"Lundy, Catherine M",2.6926923076923077
Summer,2011,22,CHLH,206,2,6,3,3,3,3,0,0,0,0,1,0,1,0,Human Sexuality,"Davis, Kristen H",3.227727272727273
Spring,2010,33,ENGL,104,0,12,7,3,8,1,2,0,0,0,0,0,0,0,Intro to Film,"Condis, Megan A",3.485151515151515
Fall,2019,36,ECON,102,5,11,7,2,4,3,0,3,0,0,0,1,0,0,Microeconomic Principles,"DiIanni, Isaac",3.4175
Fall,2012,29,ECON,202,0,2,2,2,10,1,3,8,0,0,1,0,0,0,Economic Statistics I,"Godwin-Jones, Luke A",2.712413793103448
Fall,2010,69,ACE,261,2,17,0,4,18,2,3,13,2,1,3,0,4,0,Applied Statistical Methods,"Kirwan, Barrett E",2.7437681159420295
Fall,2020,33,LLS,238,13,10,2,1,1,4,0,0,2,0,0,0,0,0,Latina/o Social Movements,"Mora, Juan I",3.626969696969697
Spring,2015,472,NRES,102,36,96,68,81,87,32,27,21,3,9,4,3,5,0,Introduction to NRES,"David, Mark B",3.223792372881356
Fall,2013,50,FIN,580,1,29,6,2,9,3,0,0,0,0,0,0,0,0,Wealth Management,"Sinow, David M",3.6738
Summer,2011,21,ITAL,104,0,10,0,0,6,0,0,4,0,0,1,0,0,0,Intermediate Italian II,"Derhemi, Eda",3.1904761904761907
Fall,2011,84,SHS,451,3,17,12,4,24,11,2,8,2,0,1,0,0,0,Aural Rehab Children to Adults,"Lansing, Charissa",3.1396428571428565
Spring,2011,132,PHYS,213,14,13,14,10,13,16,19,12,9,5,4,2,1,0,Univ Physics: Thermal Physics,"Kwiat, Paul G",2.8006818181818174
Fall,2015,271,RST,242,0,156,0,0,70,0,0,20,0,0,9,0,16,0,Nature and American Culture,"Lum, Clinton S",3.2583025830258303
Fall,2015,304,CMN,102,19,69,38,45,47,25,19,17,9,3,5,1,5,2,Intro to Comm Theory & Res,"Quick, Brian L",3.1523841059602646
Spring,2021,27,ACCY,312,1,5,9,3,5,4,0,0,0,0,0,0,0,0,Principles of Taxation,"Vuong, Anh",3.433333333333333
Fall,2012,27,ACCY,551,0,3,1,7,16,0,0,0,0,0,0,0,0,0,Corporate Income Taxation,"Sternburg, Thomas",3.2214814814814816
Fall,2014,42,ECE,455,4,5,12,10,4,1,3,2,1,0,0,0,0,0,Optical Electronics,"Eden, James G",3.349285714285714
Summer,2017,36,MATH,415,0,12,9,2,5,2,3,0,0,0,0,0,3,0,Applied Linear Algebra,"Carpenter, Bruce",3.195
Spring,2010,39,CS,232,8,6,3,4,13,2,2,0,0,1,0,0,0,0,Computer Architecture II,"Cunningham, Ryan M",3.350256410256411
Fall,2016,30,UP,504,3,14,7,2,2,0,1,1,0,0,0,0,0,0,Urban History and Theory,"Wilson, Beverly K",3.689333333333333
Fall,2015,45,THEA,101,13,11,10,0,3,4,1,0,1,0,0,0,2,0,Introduction to Theatre Arts,"Morrissette, Jason W",3.475111111111111
Fall,2012,22,MATH,553,9,11,0,1,0,0,0,0,0,1,0,0,0,0,Partial Differential Equations,"Rapti, Zoi",3.848181818181818
Spring,2020,24,MCB,252,6,9,5,3,0,0,0,0,1,0,0,0,0,0,"Cells, Tissues & Development","Good, Elizabeth A",3.7504166666666663
Summer,2012,31,MATH,241,2,4,3,2,2,4,6,2,2,2,0,1,1,0,Calculus III,"Roy, Arindam",2.6774193548387095
Spring,2017,39,ECON,102,11,10,3,7,4,0,0,3,1,0,0,0,0,0,Microeconomic Principles,"Gillis, Monica",3.538205128205128
Fall,2018,26,UP,473,1,12,12,0,0,0,0,1,0,0,0,0,0,0,Housing & Urban Policy,"Greenlee, Andrew J",3.7707692307692304
Fall,2020,77,ACE,262,7,21,12,7,13,6,1,4,2,0,0,1,3,0,App Stat Mthds & Data AnlytcsI,"Ellison, Brenna",3.23
Spring,2010,21,IB,150,3,8,4,3,2,0,1,0,0,0,0,0,0,0,Organismal & Evolutionary Biol,"Hickox, Tracey E",3.6666666666666665
Fall,2013,53,ANSC,307,3,5,4,8,6,5,5,2,5,1,2,4,3,0,Companion Animal Management,"Fischer-Brown, Amy E",2.5411320754716984
Spring,2022,28,ECE,206,0,23,2,1,0,1,0,0,0,0,0,0,1,0,Electrical & Electronics Lab,"Radhakrishnan, Chandrasek",3.7621428571428575
Fall,2014,41,CHLH,100,15,5,7,5,6,2,1,0,0,0,0,0,0,0,Contemporary Health,"Barnes, Brandi N",3.6100000000000003
Spring,2021,170,ANSC,224,12,24,17,20,29,22,8,13,6,4,7,3,5,0,Animal Reproduction and Growth,"Miller, David J",2.868941176470588
Fall,2011,25,RLST,104,0,9,0,0,11,0,0,3,0,0,1,0,1,0,Asian Mythology,"Gopalakrishnan, Suchithra",3.04
Fall,2017,29,ENGL,117,2,16,7,0,2,0,2,0,0,0,0,0,0,0,Shakespeare on Film,"Stevens, Andrea",3.736206896551724
Summer,2010,21,CS,101,4,6,2,2,3,1,2,0,1,0,0,0,0,0,Intro Computing: Engrg & Sci,"Gambill, Thomas N",3.4285714285714284
Spring,2019,39,ECON,102,4,11,5,3,4,1,6,3,1,0,1,0,0,0,Microeconomic Principles,"DiIanni, Isaac",3.222051282051282
Spring,2021,128,VM,608,0,16,0,0,50,0,0,53,0,0,8,0,1,0,Pathobiology III,"Barger, Anne M",2.5625
Spring,2015,29,MCB,247,1,1,3,4,7,6,3,1,2,1,0,0,0,0,Human Anat & Physiol Lab II,"Swigart, James P",2.862413793103448
Fall,2021,82,ECE,549,9,56,2,3,5,0,1,3,0,0,0,0,1,2,Computer Vision,"Lazebnik, Svetlana",3.7582499999999994
Spring,2013,46,ECON,508,8,7,14,9,8,0,0,0,0,0,0,0,0,0,Applied Econometrics,"Bera, Anil K",3.5945652173913043
Fall,2010,25,ADV,400,0,8,8,7,1,1,0,0,0,0,0,0,0,0,Special Problems,"Ham, Chang Dae",3.6136
Spring,2015,44,CPSC,542,2,5,11,5,7,5,4,4,0,1,0,0,0,0,Applied Statistical Methods II,"Bullock, Donald G",3.136818181818182
Fall,2017,25,LAW,607,1,1,6,6,3,6,2,0,0,0,0,0,0,0,Civil Procedure,"Kordik, Ellen R",3.1872
Spring,2011,34,ACCY,304,0,6,6,6,10,4,2,0,0,0,0,0,0,0,Accounting Control Systems,"Smith, Steven",3.2747058823529414
Fall,2010,36,GS,101,5,24,2,2,1,0,0,0,1,1,0,0,0,0,Exploring General Studies,"Watson, Sarah D",3.7777777777777777
Fall,2017,27,EURO,199,8,10,4,1,0,0,0,0,0,0,0,0,4,0,Challenges Facing Euro Union,"Vander Most, Neil G",3.333703703703704
Spring,2011,23,MCB,252,3,2,5,8,2,3,0,0,0,0,0,0,0,0,"Cells, Tissues & Development","Good, Elizabeth A",3.4347826086956528
Fall,2018,21,LAW,605,0,3,4,8,3,0,0,1,1,0,1,0,0,0,Criminal Proc: Investigation,"Leipold, Andrew D",3.19
Fall,2017,28,FIN,580,0,25,1,2,0,0,0,0,0,0,0,0,0,0,Practicum,"Noonan, James R",3.9403571428571427
Fall,2018,29,TSM,352,6,3,5,4,3,0,0,3,0,0,1,0,4,0,Land and Water Mgt Systems,"Chu, Maria Librada",2.8851724137931036
Summer,2011,84,SHS,451,3,17,12,4,24,11,2,8,2,0,1,0,0,0,Aural Rehab Children to Adults,"Lansing, Charissa",3.1396428571428565
Spring,2021,98,CHEM,474,10,16,10,8,17,11,7,4,5,2,4,2,2,0,Drug Discovery & Development,"Mitchell, Douglas A",2.9425510204081635
Fall,2011,23,LING,100,4,5,6,4,2,0,0,0,2,0,0,0,0,0,Intro to Language Science,"Park, Seong Eun",3.507826086956522
Fall,2013,22,IB,104,6,8,1,1,2,1,1,0,1,0,0,0,1,0,Animal Biology,"Robertson, Hugh M",3.4395454545454545
Spring,2017,31,SPED,438,0,30,0,0,0,0,0,1,0,0,0,0,0,0,Collaborating with Families,"Cummings, Katrina",3.935483870967742
Fall,2015,72,CS,447,15,18,10,10,6,7,2,1,2,0,0,0,0,1,Natural Language Processing,"Hockenmaier, Julia C",3.502676056338028
Spring,2016,32,FIN,300,2,3,3,3,7,2,3,3,4,0,2,0,0,0,Financial Markets,"Spencer, Xiangyi X",2.7815624999999997
Spring,2020,21,NS,303,1,12,5,2,0,0,1,0,0,0,0,0,0,0,Leadership and Management,"Corapi, Anthony P",3.7780952380952377
Spring,2018,217,INFO,102,17,100,23,26,36,4,4,4,0,0,2,0,0,1,Little Bits to Big Ideas,"Cunningham, Ryan M",3.597175925925926
Spring,2011,29,LER,100,2,13,4,5,1,2,2,0,0,0,0,0,0,0,Introduction to Labor Studies,"Ashby, Steven",3.597586206896552
Summer,2012,22,EIL,486,11,5,2,3,1,0,0,0,0,0,0,0,0,0,Ling for Language Teachers,"Ingels, Sue A",3.833181818181818
Spring,2019,68,CHEM,312,1,7,6,2,14,5,4,8,4,4,7,2,3,1,Inorganic Chemistry,"Murphy, Catherine J",2.4132835820895524
Spring,2018,23,MATH,448,1,5,4,1,3,2,1,3,0,2,0,1,0,0,Complex Variables,"Wu, Jang-Mei G",2.95695652173913
Spring,2010,29,ARCH,374,1,5,6,8,4,3,0,0,0,1,0,0,1,0,Arch Design and the City,"Erickson, Kevin N",3.2413793103448274
Spring,2021,42,RST,199,0,26,4,2,0,2,1,2,1,0,0,0,4,0,E-Sport Foundations,"Raycraft, Michael",3.301904761904762
Spring,2017,24,MSE,458,4,5,4,2,5,1,2,0,1,0,0,0,0,0,Polymer Physics,"Ferguson, Andrew",3.3891666666666667
Spring,2022,31,ACCY,410,8,6,6,3,2,2,3,0,0,0,1,0,0,0,Advanced Financial Reporting,"Chen, Ciao-Wei",3.46258064516129
Spring,2016,21,LER,590,0,9,6,2,3,1,0,0,0,0,0,0,0,0,"Infl, Chng & Politics in Org","Schultz, James M",3.6357142857142852
Fall,2012,29,SOCW,410,7,10,7,3,1,1,0,0,0,0,0,0,0,0,Social Welfare Pol and Svcs,"Huang, Hui",3.7706896551724136
Spring,2017,30,CHEM,105,0,29,0,0,0,0,1,0,0,0,0,0,0,0,General Chemistry Lab II,"Daly, Connor I",3.9443333333333332
Fall,2021,38,PHYS,596,32,0,5,1,0,0,0,0,0,0,0,0,0,0,Graduate Physics Orientation,"Cooper, S L",3.938947368421053
Fall,2019,21,ANTH,104,11,7,0,1,1,0,0,0,0,0,0,0,1,0,Talking Culture,"Kramer, Elise A",3.73
Fall,2012,44,SHS,120,0,37,0,0,5,0,0,2,0,0,0,0,0,0,"Child, Comm, & Lang Ability","Cravens, Jennifer J",3.7954545454545454
Fall,2011,32,MATH,441,4,5,8,3,5,3,2,0,0,0,1,0,0,1,Differential Equations,"Zharnitsky, Vadim",3.355483870967742
Spring,2017,36,EPS,530,0,16,17,3,0,0,0,0,0,0,0,0,0,0,Education and Globalization,"McCarthy, Cameron R",3.788333333333333
Summer,2011,332,CLCV,114,1,194,0,1,108,0,0,22,2,0,0,0,4,0,Introduction to Greek Culture,"Solomon, Jon",3.4779216867469875
Fall,2015,131,SHS,320,21,41,22,17,14,6,6,1,2,0,1,0,0,0,Development of Spoken Language,"Johnson, Cynthia J",3.539618320610687
Fall,2014,67,GEOG,379,0,1,15,8,11,12,6,5,3,3,1,0,1,1,Intro to GIS Systems,"Robinson, Edward",2.7986363636363634
Spring,2019,31,ECE,206,4,24,2,1,0,0,0,0,0,0,0,0,0,0,Electrical & Electronics Lab,"Radhakrishnan, Chandrasek",3.9570967741935483
Fall,2012,28,ENG,198,22,3,0,0,1,0,0,0,0,0,0,0,2,0,Essentials in MATLAB & Excel,"Litchfield, J B",3.6785714285714284
Spring,2019,22,BTW,250,0,16,4,0,1,0,1,0,0,0,0,0,0,0,Principles Bus Comm,"Claborn, John P",3.818636363636364
Fall,2010,231,MCB,100,7,52,5,7,71,4,4,37,8,0,22,2,11,1,Introductory Microbiology,"Chapman, Kenneth",2.7015652173913045
Spring,2022,30,GER,251,0,13,7,3,3,0,1,1,1,0,0,0,1,0,Grimm's Fairy Tales in Context,"Guo, Lujun",3.4226666666666663
Spring,2014,33,CPSC,261,1,16,0,0,10,0,0,4,0,0,1,0,1,0,Biotechnology in Agriculture,"Moose, Stephen P",3.242424242424242
Spring,2014,27,TAM,542,21,2,1,2,0,0,0,0,0,0,1,0,0,0,Mathematical Methods II,"Stewart, Donald S",3.827037037037037
Spring,2022,60,LA,480,5,4,8,9,8,15,7,2,1,0,0,0,0,1,Sustainable Design Principles,"Deal, Brian M",3.0738983050847457
Fall,2015,35,HIST,278,1,4,7,6,5,2,5,0,2,0,1,0,2,0,Native American History,"Hoxie, Frederick E",2.9142857142857146
Spring,2011,44,PSYC,238,0,4,12,15,6,2,2,2,0,0,0,0,1,0,Abnormal Psych,"Joseph, Nancy",3.2270454545454546
Spring,2014,53,IS,502,0,4,21,18,8,1,1,0,0,0,0,0,0,0,Libraries Info and Society,"Estabrook, Leigh S",3.4341509433962263
Spring,2017,171,STAT,400,3,22,38,28,21,18,9,8,6,5,4,1,8,0,Statistics and Probability I,"Culpepper, Steven A",2.936081871345029
Fall,2013,26,GWS,100,0,8,4,2,5,3,0,2,1,0,0,0,1,0,Intro Gender & Women's Studies,"Klean Zwilling, Jillian M",3.154615384615385
Spring,2017,30,CI,431,5,23,1,1,0,0,0,0,0,0,0,0,0,0,Tchg Elementary Mathematics,"Poetzel, Adam R",3.966666666666667
Spring,2014,70,PSYC,239,19,20,10,3,8,5,0,0,3,1,0,1,0,0,Community Psych,"Dworkin, Emily R",3.529285714285714
Fall,2021,25,ECE,470,1,8,2,5,3,1,3,0,1,1,0,0,0,0,Introduction to Robotics,"Belabbas, Mohamed Ali",3.266
Spring,2014,86,SHS,473,0,83,0,0,2,0,0,1,0,0,0,0,0,0,Augmentative & Alt Comm,"Price, Charis L",3.953488372093023
Fall,2011,44,FIN,500,9,8,6,7,7,5,2,0,0,0,0,0,0,0,Introduction to Finance,"Widdicks, Martin",3.4622727272727265
Winter,2017,106,ECON,102,59,14,12,3,5,5,1,0,0,1,1,0,3,2,Microeconomic Principles,"Vazquez, Jose J",3.644615384615385
Fall,2013,47,ACCY,512,6,20,11,7,2,1,0,0,0,0,0,0,0,0,Risk Measurement/Reporting II,"Chandler, John S",3.752127659574468
Spring,2021,27,ACCY,312,0,14,0,0,11,0,0,2,0,0,0,0,0,0,Principles of Taxation,"Holder, Daniel E",3.4444444444444446
Spring,2011,31,SOC,100,1,6,10,3,2,2,1,2,2,0,1,0,1,0,Introduction to Sociology,"Yoon, Soo-Yeon",3.1193548387096777
Spring,2016,26,AFRO,100,7,6,6,3,1,2,1,0,0,0,0,0,0,0,Intro to African American St,"McMillion, Desiree Y",3.6415384615384614
Summer,2011,33,ABE,466,1,4,8,6,2,6,3,1,1,0,1,0,0,0,Engineering Off-Road Vehicles,"Hansen, Alan C",3.1218181818181816
Spring,2016,51,KIN,104,0,42,0,0,4,0,0,3,0,0,1,0,1,0,Skating Activities,"Clarke, Caitlin L",3.6666666666666665
Spring,2011,23,KIN,135,3,14,2,3,1,0,0,0,0,0,0,0,0,0,Movement Skills-Field,"Crull, Gary S",3.8404347826086958
Spring,2021,51,GEOG,105,10,16,2,5,5,6,2,0,0,0,1,0,4,0,The Digital Earth,"Jefferson, Brian J",3.228823529411765
