Term,Year,Students,Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Course Title,Primary Instructor,GPA
Fall,2012,24,ANTH,143,12,4,3,1,2,1,1,0,0,0,0,0,0,0,Biology of Human Behavior,"Lu, Amy",3.7225
Fall,2018,38,BADM,586,16,15,4,1,1,1,0,0,0,0,0,0,0,0,Intl Comparative Management,"Girndt-Clougher, Tina",3.8863157894736844
Spring,2015,50,ADV,283,0,36,6,2,4,2,0,0,0,0,0,0,0,0,"Content, Contact, Connections","Meron, Shachar",3.8004000000000002
Fall,2010,45,CEE,450,10,15,12,7,0,0,0,0,0,0,0,0,1,0,Surface Hydrology,"Kumar, Praveen",3.718888888888889
Fall,2016,34,BADM,595,0,17,11,4,2,0,0,0,0,0,0,0,0,0,Business Fundamentals,"Noel, Hayden N",3.7555882352941174
Fall,2010,25,CS,210,8,13,0,2,0,0,0,1,0,0,0,0,1,0,Ethical & Professional Issues,"Woodbury, Marsha C",3.7064
Fall,2021,240,MATH,241,12,56,33,21,30,23,19,18,6,7,3,3,8,1,Calculus III,"Stojanoska, Vesna",3.008619246861924
Spring,2019,28,CHLH,243,1,6,2,3,2,2,2,2,5,0,1,0,2,0,Drug Use and Abuse,"Pellum, Danielle M",2.667142857142857
Fall,2012,52,BADM,374,0,21,13,7,4,1,3,0,1,0,1,0,0,1,Management Decision Models,"Ebrahim Khanjar, Neda",3.5166666666666666
Spring,2022,28,ADV,498,0,18,6,2,0,0,0,2,0,0,0,0,0,0,The Sandage Project,"Meron, Shachar",3.7385714285714284
Spring,2010,37,MS,391,4,28,4,0,1,0,0,0,0,0,0,0,0,0,Special Topics,"Leskosky, Richard J",3.9372972972972975
Spring,2018,121,CS,418,12,25,14,7,15,10,3,20,0,0,12,0,2,1,Interactive Computer Graphics,"Shaffer, Eric G",2.9448333333333334
Spring,2016,34,ECON,103,2,0,3,5,6,6,6,2,2,1,0,0,1,0,Macroeconomic Principles,"Olivares Gonzal, Mauricio",2.7155882352941174
Fall,2010,46,PSYC,238,1,9,10,10,11,1,2,2,0,0,0,0,0,0,Abnormal Psych,"Salusky, Ida Shiela R",3.3549999999999995
Spring,2015,40,ECON,102,2,9,7,8,8,2,1,1,0,1,0,0,1,0,Microeconomic Principles,"Ham Gonzalez, Andres",3.2832500000000002
Fall,2017,36,ACCY,201,1,3,5,3,3,6,1,6,2,0,5,0,1,0,Accounting and Accountancy I,"Sylvestri, Ross J",2.556388888888889
Spring,2010,21,MCB,252,3,7,5,1,2,1,0,1,1,0,0,0,0,0,"Cells, Tissues & Development","Murali, Ranjani",3.524761904761905
Fall,2015,32,PHIL,105,0,1,6,4,9,6,1,2,0,0,1,0,2,0,Introduction to Ethics,"Owens, Kiefer J",2.8028125
Spring,2016,34,LAW,607,1,6,0,7,12,4,1,1,1,0,0,0,0,1,Civil Procedure,"Kordik, Ellen R",3.1512121212121214
Fall,2010,49,MS,317,0,18,12,11,6,0,1,0,0,0,0,0,0,1,History of Communication,"Elichirigoity, Fernando I",3.6041666666666665
Spring,2021,78,STAT,428,21,23,12,3,5,4,0,4,2,3,1,0,0,0,Statistical Computing,"Zhang, Susu",3.487692307692308
Fall,2018,35,BADM,567,0,19,15,1,0,0,0,0,0,0,0,0,0,0,Process Management,"Chhajed, Dilip",3.8394285714285723
Fall,2012,22,HIST,110,0,5,7,7,2,0,1,0,0,0,0,0,0,0,History of Africa,"Poppel, Zachary D",3.515
Spring,2021,22,MCB,354,1,2,1,3,1,3,2,3,3,2,1,0,0,0,Biochem & Phys Basis of Life,"Stenger, Alejandra L",2.5454545454545454
Fall,2013,72,RLST,120,10,20,19,8,8,2,1,1,1,0,0,0,0,2,A History of Judaism,"Weiss, Dov Y",3.595857142857143
Fall,2016,48,LAW,633,0,3,20,14,8,3,0,0,0,0,0,0,0,0,Business Associations - Grad,"Aviram, Amitai",3.417291666666667
Fall,2019,21,CMN,111,0,17,0,0,1,1,0,1,1,0,0,0,0,0,Oral & Written Comm I,"Tscholl, Gabriela",3.682857142857143
Spring,2019,24,ECON,450,3,7,2,3,3,3,1,1,0,1,0,0,0,0,Development Economics,"Veras De Paiva, Henrique",3.333333333333334
Spring,2022,24,HIST,236,4,7,7,4,1,1,0,0,0,0,0,0,0,0,Madness and Modern Society,"Khudzik, Stanislav",3.695
Spring,2014,31,ENGL,204,0,11,6,5,4,1,1,0,1,0,0,0,2,0,Renaissance Lit and Culture,"Fitzgerald, Jill M",3.2690322580645157
Spring,2018,35,ECON,102,3,8,1,4,8,2,2,2,1,0,2,0,2,0,Microeconomic Principles,"Kim, Hee Jin",2.9331428571428573
Spring,2016,47,ECON,203,12,10,5,6,3,2,0,3,3,0,0,2,0,1,Economic Statistics II,"Arga, Desak Nyoman Fi",3.3265217391304343
Summer,2011,23,MCB,253,0,0,5,3,8,4,2,0,0,0,1,0,0,0,Exp Techniqs in Cellular Biol,"Fu, Ting",2.9860869565217394
Spring,2018,169,ASTR,122,30,47,20,11,22,6,12,7,5,1,1,3,3,1,Stars and Galaxies,"Dunne, Bryan C",3.3017857142857148
Spring,2010,29,PSYC,450,4,19,0,0,4,0,0,0,0,0,0,0,2,0,Cognitive Psychophysiology,"Federmeier, Kara D",3.586206896551724
Fall,2012,69,IE,310,2,27,11,8,6,4,2,2,1,0,3,2,1,0,Operations Research,"King, Douglas M",3.280579710144927
Spring,2015,44,PATH,433,4,11,0,5,5,0,5,7,0,2,2,2,0,1,Virology & Viral Pathogenesis,"Rock, Daniel L",2.8674418604651164
Fall,2021,451,CHEM,232,32,80,77,40,65,42,20,33,14,9,8,3,16,12,Elementary Organic Chemistry I,"Axelson, Jordan C",3.027084282460137
Fall,2019,25,CI,430,0,8,7,2,4,2,0,0,1,0,1,0,0,0,Teaching Children Mathematics,"Poetzel, Adam R",3.3744
Spring,2015,74,ANSC,205,0,41,0,13,18,0,1,1,0,0,0,0,0,0,World Animal Resources,"Parsons, Carl M",3.5894594594594587
Spring,2019,49,CMN,463,0,12,13,7,3,6,2,2,3,0,0,0,0,1,Organizational Health Comm,"Lammers, John C",3.285625
Spring,2011,22,ENG,315,6,10,3,0,0,3,0,0,0,0,0,0,0,0,Learning in Community,"Litchfield, J B",3.773636363636364
Fall,2011,25,CMN,111,0,15,0,4,1,2,0,1,0,0,1,0,1,0,Oral & Written Comm I,"Kim, Stacy S",3.3864
Spring,2022,22,CS,442,7,4,2,0,4,1,0,1,0,0,0,0,2,1,Trustworthy Machine Learning,"Zhao, Han",3.238571428571429
Fall,2011,36,PHIL,105,1,7,6,12,3,2,0,2,1,0,1,1,0,0,Introduction to Ethics,"Wang, Yirong",3.2127777777777777
Fall,2014,30,CMN,113,0,3,6,6,8,6,1,0,0,0,0,0,0,0,Small Group Communication,"Simpson, Elizabeth J",3.2116666666666664
Spring,2019,22,AAS,100,1,5,9,1,3,1,0,0,1,0,0,0,1,0,Intro Asian American Studies,"Thomas, Merin A",3.35
Fall,2011,21,GLBL,296,2,2,8,4,5,0,0,0,0,0,0,0,0,0,Human Rights in a Global .....,"Bui, Long B",3.508571428571429
Spring,2010,31,LA,343,0,1,3,6,14,4,3,0,0,0,0,0,0,0,Landscape Construction,"Kim, Jinki",3.0535483870967743
Spring,2015,22,ECE,417,2,12,3,2,0,1,0,1,0,0,1,0,0,0,Multimedia Signal Processing,"Hasegawa-Johnso, Mark A",3.6063636363636364
Spring,2018,26,CI,448,1,21,3,0,1,0,0,0,0,0,0,0,0,0,Tchg Elem Social Studies,"Jones, Alexis L",3.9234615384615386
Spring,2013,29,PSYC,238,2,7,3,5,4,1,1,2,1,1,1,0,1,0,Abnormal Psych,"Joseph, Nancy",3.057241379310345
Fall,2011,241,STAT,100,34,88,46,20,27,5,8,2,3,3,0,2,2,1,Statistics,"Fireman, Ellen S",3.544791666666667
Spring,2021,21,THEA,101,8,2,2,1,1,1,0,0,2,1,1,0,2,0,Introduction to Theatre Arts,"Carlson, Vincent J",2.9528571428571433
Fall,2013,107,GE,161,0,43,0,0,42,0,0,17,0,0,1,0,4,0,Business Side of Engineering,"Wildblood, Harry S",3.1121495327102804
Fall,2020,26,CEE,471,4,0,4,4,4,6,3,0,1,0,0,0,0,0,Structural Mechanics,"Lopez-Pamies, Oscar",3.1030769230769226
Fall,2020,42,SPED,513,0,40,0,0,2,0,0,0,0,0,0,0,0,0,Intro to Diversity & Equity,"Pak, Yoon K",3.9523809523809526
Fall,2015,50,ADV,284,1,27,11,7,2,0,1,0,0,1,0,0,0,0,Consumer Insight,"Duff, Brittany",3.7068000000000008
Winter,2020,85,JOUR,200,5,31,10,11,7,3,3,4,3,1,1,1,4,1,Introduction to Journalism,"Holden, Benjamin A",3.206428571428571
Summer,2011,29,MATH,441,2,4,2,2,3,6,0,4,2,2,0,0,2,0,Differential Equations,"Tzirakis, Nikolaos",2.6558620689655172
Fall,2014,74,KIN,130,2,16,15,11,15,7,3,2,2,1,0,0,0,0,Analysis of Basic Movement,"Carlson, Kristin N",3.2841891891891897
Fall,2012,29,CMN,429,1,8,9,4,2,4,1,0,0,0,0,0,0,0,Race and the Mass Media,"Josey, Christopher S",3.4951724137931035
Fall,2018,44,SHS,222,12,17,8,4,2,1,0,0,0,0,0,0,0,0,Lang&Culture Deaf Communities,"Davies Brenier, Laura",3.8034090909090907
Spring,2013,22,ANTH,102,0,3,1,1,4,3,3,2,0,0,2,0,3,0,Human Origins and Culture,"Skousen, Benjamin J",2.3636363636363638
Fall,2017,28,LER,590,0,26,1,0,1,0,0,0,0,0,0,0,0,0,Employee Benefits,"Martocchio, Joseph J",3.9525
Fall,2010,57,ECON,302,2,5,3,19,5,5,2,7,4,2,3,0,0,0,Inter Microeconomic Theory,"Arvin-Rad, Hassan",2.835614035087719
Fall,2013,42,BADM,449,6,4,13,16,3,0,0,0,0,0,0,0,0,0,Business Policy and Strategy,"Grahovac, Jovan",3.5711904761904765
Fall,2021,24,PSYC,100,3,6,4,3,1,2,4,0,0,0,0,0,1,0,Intro Psych,"Kelley, Amanda C",3.2637500000000004
Fall,2020,29,CHEM,570,0,12,2,5,10,0,0,0,0,0,0,0,0,0,Concepts in Chemical Biology,"Mehta, Angad P",3.5168965517241384
Fall,2021,23,MCB,245,2,4,2,3,4,1,3,0,1,0,1,1,0,1,Human Anat & Physiol Lab I,"Joesting, Jennifer J",3.015
Fall,2012,50,AE,412,4,17,4,7,7,2,3,4,1,1,0,0,0,0,Viscous Flow & Heat Transfer,"Bodony, Daniel J",3.3264000000000005
Fall,2014,298,CHEM,199,22,252,5,5,6,1,3,0,1,0,0,0,1,2,Undergraduate Open Seminar,"Adams, Gretchen",3.920033783783784
Fall,2014,131,CHLH,421,37,55,20,7,5,0,5,0,1,0,0,0,1,0,Health Data Analysis,"Zhang, Zhiying",3.7635877862595417
Fall,2011,21,MUS,110,0,1,1,5,2,0,0,3,1,1,2,1,4,0,Introd Art Mus: Intl Perspect,"Morris, Hilary B",1.9995238095238097
Fall,2015,23,MATH,446,3,2,4,3,1,0,2,1,2,0,2,1,2,0,Applied Complex Variables,"Wu, Jang-Mei G",2.6234782608695655
Fall,2018,27,ACE,499,0,6,6,6,1,5,2,1,0,0,0,0,0,0,"Audit of Sm, Med, & Ag Bus","Martin, Denise",3.2966666666666664
Fall,2013,24,BTW,250,0,3,8,8,3,1,0,0,1,0,0,0,0,0,Principles Bus Comm,"Funk, Yevgeniya",3.3891666666666667
Fall,2019,24,RHET,233,1,18,4,1,0,0,0,0,0,0,0,0,0,0,Adv Rhetoric & Composition,"Ware, Ryan M",3.9170833333333337
Spring,2014,26,SOCW,589,0,7,3,7,9,0,0,0,0,0,0,0,0,0,Social Work and the Law,"Kopels, Sandra L",3.4353846153846153
Spring,2020,26,GLBL,100,6,19,0,0,0,0,0,1,0,0,0,0,0,0,Intro to Global Studies,"Schrag, David M",3.923076923076923
Spring,2020,37,MATH,412,4,5,6,9,4,4,0,3,1,0,0,0,1,0,Graph Theory,"Kostochka, Alexandr V",3.198378378378378
Fall,2015,38,ECON,203,4,3,5,2,3,1,2,6,4,2,1,0,4,1,Economic Statistics II,"Olivares Gonzal, Mauricio",2.477837837837838
Spring,2015,183,CHEM,436,15,19,12,20,28,17,15,27,7,6,4,4,7,2,Fundamental Organic Chem II,"Mitchell, Douglas A",2.714530386740331
Spring,2014,28,SOC,280,4,1,7,8,1,2,0,1,0,2,0,1,1,0,Intro to Social Statistics,"Chapa, Jorge",3.0714285714285716
Spring,2013,23,BTW,250,0,10,8,5,0,0,0,0,0,0,0,0,0,0,Principles Bus Comm,"Marks-Dubbs, Kaitlin",3.739565217391304
Fall,2012,36,CPSC,452,9,17,4,4,1,1,0,0,0,0,0,0,0,0,Evol Genetics and Genomics,"Hanzawa, Yoshie",3.8241666666666663
Spring,2010,29,FSHN,418,0,11,0,2,14,0,0,1,0,0,1,0,0,0,Food Analysis,"Cadwallader, Keith R",3.298620689655172
Summer,2019,44,CHLH,243,14,10,3,5,4,1,1,1,1,0,0,0,4,0,Drug Use and Abuse,"Shaw, Sheri",3.2802272727272723
Summer,2020,30,PSYC,336,0,10,8,3,3,5,1,0,0,0,0,0,0,0,Topics in Clin/Comm Psych,"Cohen, Joseph R",3.4676666666666662
Spring,2019,24,AGCM,220,0,9,7,1,2,2,1,1,0,0,1,0,0,0,Communicating Agriculture,"Cupps-Miller, Heather A",3.40375
Fall,2011,52,ECON,203,2,6,0,8,9,3,4,5,2,3,2,2,5,1,Economic Statistics II,"Cheng, Tzu-Chang",2.424313725490196
Summer,2015,66,CHEM,105,28,16,12,6,0,4,0,0,0,0,0,0,0,0,General Chemistry Lab II,"Adiputra, Andrew",3.7984848484848484
Fall,2010,25,LAS,101,0,22,1,0,1,0,1,0,0,0,0,0,0,0,Freshman Seminar,"Hoffman, Ruth A",3.88
Fall,2019,291,KIN,122,33,91,67,31,25,15,12,8,4,0,0,0,5,0,Physical Activity and Health,"Richards, Alicia",3.473573883161512
Spring,2016,28,RLST,110,2,3,7,4,6,2,0,1,0,0,0,0,2,1,World Religions,"Averkamp, Courtney A",3.124074074074074
Spring,2016,21,ACCY,552,0,6,5,6,4,0,0,0,0,0,0,0,0,0,Partnership Income Taxation,"Sternburg, Thomas",3.5395238095238093
Spring,2010,22,BTW,250,0,6,3,8,4,1,0,0,0,0,0,0,0,0,Principles Bus Comm,"Erickson, Bruce",3.4690909090909092
Fall,2019,26,LAS,101,11,9,4,0,0,2,0,0,0,0,0,0,0,0,Design First Year Experience,"Soranso, Murillo S",3.846923076923077
Fall,2019,40,ACCY,517,0,10,13,7,8,1,0,0,1,0,0,0,0,0,Financial Statement Analysis,"Hamm, Brian K",3.4839999999999995
Fall,2019,31,ECE,598,0,20,5,4,1,0,0,0,0,0,0,0,0,1,Learning-Based Robotics,"Gupta, Saurabh",3.822333333333333
Spring,2014,34,FIN,221,4,11,4,3,2,4,0,4,1,0,1,0,0,0,Corporate Finance,"Kim, Hyun",3.294705882352941
Spring,2015,147,ECE,110,18,32,21,17,21,11,10,5,4,0,0,2,6,0,Introduction to Electronics,"Schmitz, Christopher",3.1793877551020406
Spring,2021,51,PHYS,487,6,11,7,12,2,1,6,3,0,1,1,1,0,0,Quantum Physics II,"Makins, Naomi C",3.241176470588235
Fall,2016,38,BADM,340,18,18,1,0,0,1,0,0,0,0,0,0,0,0,Ethical Dilemmas of Business,"Fricke, Michael R",3.9563157894736833
Spring,2017,23,ENVS,301,2,13,1,4,3,0,0,0,0,0,0,0,0,0,Tools for Sustainability,"Khanna, Madhu",3.7386956521739134
Spring,2014,366,ANTH,101,0,66,0,0,154,0,0,102,0,0,32,0,11,1,Introduction to Anthropology,"Baires, Sarah E",2.6356164383561644
Fall,2012,24,FIN,221,0,5,2,1,5,6,1,3,1,0,0,0,0,0,Corporate Finance,"Kim, Hyun",2.987083333333333
Spring,2017,42,LER,545,0,17,7,11,3,2,2,0,0,0,0,0,0,0,Economics of Human Resources,"Forsythe, Elizabeth C",3.555238095238095
Spring,2015,43,BADM,300,4,12,5,8,5,4,2,2,1,0,0,0,0,0,The Legal Environment of Bus,"Fricke, Michael R",3.3720930232558133
Summer,2021,95,FIN,511,16,16,16,14,14,10,9,0,0,0,0,0,0,0,Investments,"Spencer, Xiangyi X",3.4001052631578945
Spring,2010,37,ECON,102,0,7,0,0,15,0,0,13,0,0,2,0,0,0,Microeconomic Principles,"Sirohi, Rahul A",2.72972972972973
Fall,2017,257,MATH,231,12,34,35,31,54,27,20,22,11,6,3,0,1,1,Calculus II,"Bronski, Jared C",3.0067187500000006
Spring,2020,623,MBA,561,212,230,87,38,22,6,2,2,0,1,2,0,5,16,Intro to Bus Analyt: Data&Firm,"Guymon, Ronald N",3.8020428336079073
Fall,2020,45,HDFS,401,1,41,0,0,2,0,0,0,0,0,0,0,1,0,Socialization and Development,"Freeman Bost, Kelly K",3.8666666666666667
Summer,2010,35,ANTH,103,3,10,5,8,4,2,1,0,1,0,0,0,1,0,Anthro in a Changing World,"Maas, Steven M",3.380857142857143
Spring,2019,27,CS,421,7,18,0,1,1,0,0,0,0,0,0,0,0,0,Progrmg Languages & Compilers,"Beckman, A M",3.938148148148148
Fall,2021,37,HIST,262,7,12,7,1,1,4,0,1,0,0,0,0,4,0,Zionism: A Global History,"Avrutin, Eugene M",3.262162162162162
Spring,2020,186,MATH,415,12,36,20,24,28,22,11,16,4,2,7,0,4,0,Applied Linear Algebra,"Chuang, Jer-Chin",3.0216666666666665
Fall,2021,27,CLCV,224,5,20,1,1,0,0,0,0,0,0,0,0,0,0,Amer Race&Ethnicity ClasicTrad,"Stanull, Jennifer A",3.962962962962963
Spring,2011,130,CHEM,436,4,30,9,21,14,15,21,15,0,0,1,0,0,0,Fundamental Organic Chem II,"Burke, Martin",3.0841538461538467
Fall,2015,46,FIN,521,3,19,11,8,5,0,0,0,0,0,0,0,0,0,Advanced Corporate Finance,"Huang, Jiekun",3.695869565217391
Fall,2013,25,CS,498,4,7,9,2,2,0,0,0,1,0,0,0,0,0,Computational Photography,"Hoiem, Derek W",3.6544
Fall,2016,96,ECE,120,3,15,19,11,8,9,9,6,2,2,5,0,7,0,Introduction to Computing,"Lumetta, Steven S",2.81625
Spring,2019,446,RST,242,0,392,0,0,37,0,0,8,0,0,5,0,4,0,Nature and American Culture,"Farr, Jeffrey R",3.811659192825112
Fall,2015,38,STAT,571,4,23,6,0,2,2,1,0,0,0,0,0,0,0,Multivariate Analysis,"Shao, Xiaofeng",3.781315789473685
Spring,2011,21,CS,546,0,20,0,0,1,0,0,0,0,0,0,0,0,0,Machine Learning in NLP,"Roth, Dan",3.9523809523809526
Spring,2017,45,LAW,601,3,4,2,21,7,2,5,0,1,0,0,0,0,0,Contracts,"Kar, Robin B",3.220666666666667
Spring,2016,26,CLCV,220,1,5,6,2,3,0,4,0,2,0,0,0,3,0,The Animal Self,"Williams, Craig A",2.8592307692307695
Fall,2015,189,MCB,170,22,99,27,15,9,5,5,2,1,0,0,2,2,0,Society and the Brain,"Anastasio, Thomas J",3.661640211640212
Fall,2011,73,ME,330,8,24,30,5,1,4,0,1,0,0,0,0,0,0,Engineering Materials,"Saif, M Taher A",3.7045205479452057
Fall,2019,35,ECON,202,2,19,1,1,5,1,0,3,2,1,0,0,0,0,Economic Statistics I,"Schultz, Colleen",3.4097142857142857
Fall,2016,24,LAS,101,11,4,3,1,0,2,0,1,1,0,1,0,0,0,Freshman Seminar,"Soranso, Murillo S",3.514583333333334
Spring,2010,43,ME,320,4,4,6,5,16,4,1,2,0,0,1,0,0,0,Heat Transfer,"Jassim, Emad W",3.178604651162791
Spring,2014,40,MBA,504,6,22,8,2,1,0,0,1,0,0,0,0,0,0,Finance II,"Kannan, Srinivasan",3.8255000000000003
Fall,2017,132,CS,410,95,27,6,4,0,0,0,0,0,0,0,0,0,0,Text Information Systems,"Zhai, Chengxiang",3.96469696969697
Fall,2012,24,PS,395,5,6,2,1,6,0,0,2,0,0,1,0,1,0,International Organization,"Miller, Steven V",3.23625
Summer,2011,205,CMN,275,13,36,21,26,36,25,10,8,5,5,7,0,11,2,"Media, Money and Power","McChesney, Robert W",2.9344827586206894
Spring,2011,34,CEE,452,11,7,11,2,1,0,1,1,0,0,0,0,0,0,Hydraulic Analysis and Design,"Garcia, Marcelo H",3.716470588235294
Spring,2014,47,HIST,283,3,27,6,1,9,0,1,0,0,0,0,0,0,0,Asian American History,"Espiritu, Augusto F",3.716595744680852
Fall,2011,22,ABE,488,2,7,3,4,1,3,1,1,0,0,0,0,0,0,Bioprocessing Biomass for Fuel,"Singh, Vijay",3.4395454545454545
Fall,2018,25,HIST,392,0,3,8,4,6,2,1,0,0,0,0,0,1,0,The 1960s in the U.S.,"Schneider, Dorothee",3.2140000000000004
Spring,2018,30,GEOG,440,7,18,0,1,0,1,0,0,0,1,0,0,1,1,Business Applications of GIS,"Kwan, Mei-Po",3.7010344827586206
Summer,2017,30,PHIL,102,0,2,6,0,5,3,4,2,1,0,3,1,3,0,Logic and Reasoning,"Gilbert, David R",2.3896666666666664
Spring,2014,133,ME,350,6,24,11,20,22,13,13,9,8,2,1,2,2,0,Design for Manufacturability,"Flachsbart, Bruce R",2.964887218045113
Fall,2015,39,GS,101,0,33,2,1,1,1,0,0,1,0,0,0,0,0,Exploring General Studies,"Leman, Clarissa R",3.8464102564102562
Spring,2020,45,PSYC,238,3,11,11,6,4,4,2,3,0,0,0,0,1,0,Psychopathol & Probs in Living,"Hankin, Benjamin L",3.326444444444445
Spring,2013,43,CPSC,542,2,9,9,4,9,7,0,2,0,1,0,0,0,0,Applied Statistical Methods II,"Bullock, Donald G",3.2876744186046514
Fall,2010,35,ENGL,455,1,4,8,7,7,5,2,0,0,0,0,0,1,0,Major Authors,"Wood, Gillen D",3.190857142857143
Summer,2021,24,MATH,241,0,3,7,1,3,4,0,2,0,1,1,1,1,0,Calculus III,"Carpenter, Bruce",2.820833333333333
Fall,2020,30,IB,501,1,10,10,4,1,1,1,0,0,0,0,0,2,0,Programming for Genomics,"Catchen, Julian M",3.400666666666667
Spring,2016,30,ME,199,11,17,1,0,1,0,0,0,0,0,0,0,0,0,Undergraduate Open Seminar,"Philpott, Michael L",3.9556666666666667
Fall,2010,100,TAM,251,7,8,0,1,19,1,10,14,4,3,10,8,11,4,Introductory Solid Mechanics,"Starzewski, Martin O",2.086770833333334
Fall,2018,22,MUS,418,8,11,1,0,2,0,0,0,0,0,0,0,0,0,Music of the Lusophone World,"Silvers, Michael B",3.894090909090909
Fall,2012,22,MATH,181,2,1,4,1,6,2,0,1,0,1,1,1,2,0,A Mathematical World,"Ackermann, Colleen T",2.652272727272727
Spring,2013,27,LER,100,0,4,4,0,8,2,1,1,2,0,0,1,3,1,Introduction to Labor Studies,"Arnold, Dexter P",2.629230769230769
Spring,2021,56,BIOE,202,2,4,10,17,13,3,5,0,0,1,0,0,1,0,Cell & Tissue Engineering Lab,"Jensen, Karin J",3.1660714285714286
Spring,2022,29,LER,562,8,10,3,5,3,0,0,0,0,0,0,0,0,0,HR Planning and Staffing,"Restubog, Simon L",3.746896551724138
Fall,2014,25,ANTH,143,8,8,1,3,3,0,1,0,0,1,0,0,0,0,Biology of Human Behavior,"Clancy, Kathryn B",3.6127999999999996
Fall,2019,40,ACCY,415,0,3,3,22,7,3,0,1,0,0,0,1,0,0,Auditing Stds and Practice,"Lullo, Michael J",3.1987500000000004
Fall,2017,27,MATH,124,1,3,5,4,2,3,2,2,1,1,0,1,0,2,Finite Mathematics,"Pandey, Ashish K",2.9604000000000004
Spring,2018,30,SOC,100,0,16,5,3,3,2,0,0,0,1,0,0,0,0,Introduction to Sociology,"Teimourigerdeh, Amirhosse",3.600333333333333
Spring,2015,83,ECE,333,7,10,14,10,15,11,4,9,2,0,0,0,0,1,Green Electric Energy,"Overbye, Thomas J",3.1428048780487803
Fall,2017,27,CS,425,0,3,6,8,6,3,0,1,0,0,0,0,0,0,Distributed Systems,"Gupta, Indranil",3.284074074074074
Spring,2018,33,ECON,103,4,4,6,4,4,2,2,5,1,1,0,0,0,0,Macroeconomic Principles,"Kwak, Eunhye",3.1012121212121215
Fall,2014,23,ECON,490,0,10,1,3,6,0,0,2,0,0,0,0,1,0,The Econ of Organizations,"Arvan, Lanny",3.289565217391304
Summer,2011,37,NRES,598,1,23,8,2,1,1,0,0,0,0,0,0,0,1,Wildlife Ecology and Ag Policy,"Ward, Michael P",3.8247222222222224
Spring,2010,24,HIST,120,1,11,2,2,5,1,2,0,0,0,0,0,0,0,East Asian Civilizations,"Fu, Poshek",3.51375
Fall,2012,36,ACCY,302,1,9,12,9,4,0,1,0,0,0,0,0,0,0,Decision Making for Atg,"Wang, Jundong",3.565
Fall,2014,36,ACCY,405,0,10,9,4,11,0,0,1,1,0,0,0,0,0,Assurance and Attestation,"Peecher, Mark E",3.417222222222222
Fall,2018,24,ENGL,245,0,6,5,5,3,3,1,0,0,1,0,0,0,0,The Short Story,"Merrill, Andrew",3.3195833333333336
Spring,2018,38,PLPA,204,0,17,0,8,5,0,2,5,0,0,0,0,1,0,Introductory Plant Pathology,"Schroeder, Nathan E",3.2710526315789474
Spring,2013,24,CHLH,206,0,15,6,0,2,0,0,0,0,0,0,0,1,0,Human Sexuality,"Diggins, Ciera C",3.6675
Fall,2021,37,BADM,567,0,23,8,2,3,0,0,1,0,0,0,0,0,0,Process Management,"Scott, Nehemiah",3.7572972972972978
Spring,2019,22,CS,429,3,8,8,2,0,1,0,0,0,0,0,0,0,0,"Software Engineering II, ACP","Marinov, Darko",3.7586363636363633
Fall,2019,33,SE,450,1,11,4,6,1,5,2,0,1,0,2,0,0,0,Decision Analysis I,"Wang, Pingfeng",3.2527272727272725
Summer,2011,107,ATMS,140,0,71,0,0,24,0,0,9,0,0,0,0,3,0,Climate and Global Change,"Schlesinger, Michael E",3.4953271028037385
Fall,2017,291,SPED,117,0,274,0,0,12,0,0,3,0,0,0,0,2,0,The Culture of Disability,"Carey, Yvonne A",3.910652920962199
Fall,2016,42,PS,321,1,4,1,7,9,3,4,7,0,1,0,1,3,1,Principles of Public Policy,"Hinchliffe, Joseph",2.6173170731707316
Spring,2017,45,ANSC,207,28,13,3,1,0,0,0,0,0,0,0,0,0,0,Companion Animal Biology &Care,"Hackett, Mary E",3.963111111111111
Spring,2010,22,MCB,252,1,9,4,2,5,1,0,0,0,0,0,0,0,0,"Cells, Tissues & Development","Laprise, Jennifer L",3.5913636363636368
Fall,2016,23,HIST,172,0,11,4,2,4,0,0,0,0,1,0,0,1,0,US Hist Since 1877,"Hagedorn, Olivia M",3.420434782608696
Fall,2013,27,LAST,170,9,13,2,0,0,0,1,0,0,0,1,0,1,0,Introduction to Latin America,"McKenna, Erin F",3.6544444444444446
Summer,2011,40,ADV,400,1,23,1,0,10,0,2,3,0,0,0,0,0,0,Special Problems,"Vargas, Patrick T",3.5082500000000003
Fall,2018,36,IB,360,2,10,2,2,14,1,0,4,0,0,0,0,0,1,Evolution and Human Health,"Baena Bejarano, Nathalie",3.2762857142857142
Spring,2011,35,BADM,445,0,13,7,8,7,0,0,0,0,0,0,0,0,0,Small Business Consulting,"Lanesskog, Stig",3.580857142857143
Fall,2010,35,ENGL,116,0,3,9,11,6,3,3,0,0,0,0,0,0,0,Intro to American Literature,"Odom, Michael J",3.276
Winter,2020,29,CLCV,102,22,3,1,3,0,0,0,0,0,0,0,0,0,0,Medical Terms-GRK & LAT Roots,"Goebel, Clarissa A",3.919310344827586
Spring,2015,40,ECON,102,5,10,5,7,5,4,0,2,1,1,0,0,0,0,Microeconomic Principles,"Bottan, Daria",3.3585000000000003
Spring,2019,31,JOUR,361,0,13,6,5,2,0,2,2,1,0,0,0,0,0,Readings in Sports Journalism,"McDonald, Jean A",3.451612903225806
